,Tanggal Tweet,Username,Tweet,Sentimen
691,2022-08-01 06:34:11+00:00,henrysubiakto,"@Duke_of_Nowhere @RonaldSet9 Bukan UU nya tdk mampu, tp cara berpikirmu yg nyuruh tanggung jawab itu yg pemerintah manapun tdk akan mampu. Makanya UU mengamanatkan semua PSE hrs menjamin keamanan dan keandalan sistem mrk sendiri. Negara hny sbg pengawas atas dasar melindungi publik. Itu yg ada di UU.",positif
692,2022-08-01 06:32:27+00:00,childishgambira,yaelah wong uu ite aja masih gk jelas malah sosoan bikin pse. ealah pak. https://t.co/1DUsNOkUds,negatif
693,2022-08-01 05:24:45+00:00,Papoi61342725,"@hadifianwidjaja @deyalinaa @Isfunadila1 @kemkominfo Tentu setuju, apa yg ga buat negra kta maju, tpi bkn brrti privasi kta bisa di intip, pse itu ada 2, publik dan private, publik sya dukung tpi klo private?? lu sadar gak klo apapun privasi kita ini mempunyai unsur melawan hukum uu ite? kek meme, foto pribadi, chat akrab,dll.",netral
694,2022-08-01 03:40:41+00:00,djokomale,@henrysubiakto PSE judi udah daftar dan ga di blokir apakah itu tidak melanggar UU? Apa pembiaran oleh negara? Katanya wajib mengatur dan membatasi kok enggak._.,negatif
695,2022-08-01 03:22:43+00:00,Concrete_buster,"@henrysubiakto @fxasmr Anda putar2 aja kalimatnya ini. Intinya pemerintah gak bisa ""langsung"" blokir atau minta data pengguna, makanya dibuat UU ini supaya pse bisa ""diminta"" data pengguna dengan perantara aparat hukum atau kementrian. Jadi ya undang2 ini justru bukan untuk melindungi tapi untuk",negatif
696,2022-08-01 03:14:55+00:00,ekky1995,"@samartemaram Yang bikin UU =&gt; DPR
 

 Tapi kan, PSE itu acuannya Permenkominfo, bukan UU.",netral
697,2022-08-01 03:02:18+00:00,Gregets,@nusantara_one @putrivio3 @Aryprasetyo85 @kemkominfo @PlateJohnny Itu PSE dan PMSE yang mengeluarkan Kominfo dan lembaga/kementerian terkait. Klo tidak salah dalam satu wadah satgas dan itu amanah UU Mas Bro.,positif
698,2022-08-01 02:55:26+00:00,mazowski7,"@henrysubiakto Ah yang beneerrrrr pak? Bahkan situs ""JUDI oneline"" pun terdaftar di PSE, padahal UU menyatakan perjudian tidak diperbolehkan 🤭 Dirjen apliaksi pak samuel aja sampe gagap bedain game online dengan "" judi online "" di wawancara kompas 😂 https://t.co/1B30MT4azV",negatif
699,2022-08-01 02:49:24+00:00,ikitama_,"@_bagasnanda_ brarti klo paypal daftar pse, dan buzzer pda immune karna uu ite, nih teror bisa2 jadi lebih dalem lagi, no hp dan email aja di-harass, gimana klo mereka punya cc kita
 

 mau sejauh mana sih usaha tirani negara anti kritik ini?",negatif
700,2022-08-01 02:24:15+00:00,ngabdul,"Pemerintah SBY mengambil posisi ""moderat"" dlm menafsirkan UU ITE: cuma sebagian PSE wajib daftar. Sisanya bebas
 

 Pemerintah Jokowi ambil posisi ekstrem: semua wajib daftar!
 

 Menkominfonya ambil posisi plg ekstrem pula dr sekian sanksi yg dimungkinkan: ga daftar blokir! https://t.co/lLAOAd13nq",negatif
701,2022-08-01 02:12:51+00:00,aswinsuharsono,"Tindakan pemblokiran situs ini melanggar HAM. Sesuai UU No 39 tahun 1999, salah satu cakupan HAM adalah hak untuk memperoleh informasi. Kalau akses informasi diblokir, hanya karena penyedia platformnya tidak daftar PSE, maka jelas @kemkominfo melanggar HAM.
 

 #BlokirKominfo https://t.co/gstrb2wkDq",negatif
702,2022-08-01 01:58:10+00:00,aswinsuharsono,"Tindakan @kemkominfo yang memblokir situs karena tidak mendaftar PSE itu melanggar Hak Asasi Manusia (HAM). Otomatis bertentangan dengan UU no 39 tahun 1999 tentang HAM. 
 

 (A thread)
 #BlokirKominfo 
 @secgron @LBH_Jakarta https://t.co/c2KJQZlQGg",negatif
703,2022-08-01 01:43:25+00:00,captaingm_,"@lemanzup @howtodresvvell Nah hal serupa juga bakal terjadi di UU PSE ini? Oh data lagi dari Safenet, kalau pertangah 2021 indonesia lg mengalami kebangkitan otoritarisme digital, ya emang itu yg terjadi, perlindungan data pribadi msh lemah , kepolisan nyerah mennsgsni kasus yg dilaporkan rmasyarakat.",positif
704,2022-08-01 01:26:30+00:00,captaingm_,"@lemanzup @howtodresvvell Bunyinya “PSE lingkup privat wajib MEMBERIKAN AKSES, terhadap sistem elektronik dan/ atau data elektronik ke kementrian dlm rangka PENGAWASAN sesuai UU” pasal ini bisa dipakai pemerintah untuk minta data pengguna dalih “pengawasan”",negatif
705,2022-08-01 01:14:37+00:00,bima_marzuki,"@henrysubiakto Negara semestinya paling paham dengan Hak Asasi Manusia yang juga diatur dalam UUD. 
 

 Negara semestinya lebih paham untuk nggak melangkahi UU lewat Permen. 
 

 Gak usah sok nggak tahu ada pasal oprek2 data dibelakang PSE ini.",negatif
706,2022-08-01 01:09:00+00:00,Duke_of_Nowhere,"@henrysubiakto @naiww__ Tidak bisa begitu, Henri. Negara ga boleh aktif krn UU saja. Negara pun perlu berperan aktif dalam perlindungan dat. Contohnya membuat aturan standar minimal perlindungan data di PSE privat &amp; rutin cek kesesuaian standarnya. Analoginya seperti barang wajib SNI.",positif
707,2022-08-01 00:35:21+00:00,Duke_of_Nowhere,"@henrysubiakto Ga bisa begitu negara mengatur internet, Henri 😂
 Di dalam UU KUHP/RUU KUHP, negara dgn bebas (bekerja sama dgn PSE privat) menghapus konten yg dianggap mengkritik pemerintah (mirip lese majeste). Padahal pemerintah butuh dikritik agar dapat melayani rakyat dgn baik.",negatif
708,2022-07-31 23:42:08+00:00,mass_ultraman,"Di DSA mementingkan keamanan konsumen &amp; sangat menjaga privasi user. Kepentingan mereka hanya negara &amp; perusahaan, tanpa mengotak-atik user. Sedangkan di UU di PSE itu tidak ad penegasan tntng privasi user bahkan setiap pasal kalimatnya ambigu &amp; mementingkan Kominfo daripada user",negatif
709,2022-07-31 20:46:22+00:00,pipitopic,"Akibat gak ada respon, 8 popular PSE diblock KOMINFO termasuk Yahoo, Steam, dan PayPal dengan acuan PP No 17/2019 mengenai Sistem dan Transaksi Elektronik yang didasrkan pada UU ITE. Ini picu kemarahan masyarakat sampai naiklah tagar #BlokirKominfo",negatif
710,2022-07-31 15:45:23+00:00,henrysubiakto,"@naiww__ Itu bunyi UU yg dibuat sejak 2008, dan itu juga berlaku di negara2 lain. PSE itu analoginya sama dg akun atau email Anda, masing2 pemilik dan platform yg dipakai hrs menjaga keamanannya. Negara hny bertugas menegakkan UU. Termasuk memproses pelaku kejahatan siber.",positif
711,2022-07-31 14:26:00+00:00,Mahvudinz,@gagalihh @rajapokemon19 @TxtdariHI Masalahnya UU PSE nya bermasalah. Yg pling bnyak disorot muatan UU ini bnyak brtntangan sama provacy policy platform2 itu. Coba cek ke remotivi sama safenet (twitter atau youtube) gmna problematisnya UU PSE ini.,negatif
712,2022-07-31 14:07:48+00:00,8mediatech,"@henrysubiakto Mw nanya apa konten yang perlu di blokir dari perusahaan payment gateway seperti paypal? sampai2 kalian harus menutupnya gara2 PSE,klw ngomongin amanat UU,buat apa UU klw rakyat jadi susah...bukankah UU dipake buat melindungi warga...",negatif
713,2022-07-31 13:57:48+00:00,henrysubiakto,"Walau mrk sdh mendaftar, pemerintah tdk bisa mengakses data pribadi pengguna yg ada di PSE atau platform. Selain dilarang UU, juga tdk bisa scr teknis. Jadi kekhawatiran persoalan data pribadi akan dikuasai pemerintah, itu alasan mengada2 oleh orang2 yg tdk paham.",positif
714,2022-07-31 13:57:45+00:00,henrysubiakto,Yg bertanggung jawab thd keamanan data pribadi para pengguna itu penyelenggara sistem elektronik (PSE) sesuai psl 15 UU ITE. Jadi keamanan data bkn kewajiban pemerintah tp tanggung jwb masing2 dr ribuan PSE yg ada. Kewajiban pemerintah itu memblokir konten yg melanggar UU. https://t.co/NTnCqorRIG,netral
715,2022-07-31 13:31:25+00:00,KakakMade,"Pemerintah begitu posesif menginginkan data privat warganya sampai memaksa penyedia layanan internet daftar PSE.
 

 Pemerintah tidak memberikan jaminan keamanan pada data privat warganya (belum disahkan UU PDP).
 

 Trus aku kudu pie?",negatif
716,2022-07-31 12:22:15+00:00,febrigangga,"Dengan ada UU tersebut, pemerintah bisa memberikan sanksi kepada perusahaan tempat kita bekerja. Jadi PSE bukan aturan yang mengamankan kita dari hacker. NO! Itu salah. Indonesia masih belum mampu dengan hal security. Tapi Indonesia mengantisipasi dengan hal spt ini.",positif
717,2022-07-31 12:19:22+00:00,febrigangga,"Perihal PSE. Aman menurut saya bukan password, nama, NIK, no telp, itu tidak bocor. Aman menurut saya itu ketika kita ada wadah untuk melaporkan jika ada pelanggaran. Sama seperti karyawan, jika THR tidak dibayarkan, kita bisa melaporkan ke pemerintah menggunakan UU Tenaga Kerja.",positif
718,2022-07-31 12:14:06+00:00,febrigangga,"@putuvandi Nah, ketika ada UU kebiri, si pelaku gak bisa lagi melakukan kejahatan serupa. Sama seperti PSE. Ketika paypall bangkrut, pemerintah Indonesia bisa mengenakan sanksi terhadap perusahaan tersebut berdasarkan UU di Indonesia.",positif
719,2022-07-31 12:12:27+00:00,mfatahilahakbar,"Mohon izin Prof.
 

 Penyadapan saja yang diatur UU ITE tidak boleh diatur lebih lanjut di PP berdasarkan Putusan MK 5/PUU-VIII/2010 . Jdi harus diatur UU.
 

 Nah UU ITE hanya mengatur Kewajiban PSE, tp ga mengatur sanksi PSE. Ap boleh Permen mengatur pembatasan HAK pengguna jg? https://t.co/I0f9lduhmk",netral
720,2022-07-31 12:08:32+00:00,febrigangga,"@putuvandi Ex: Kejadian pemerkosaan terhadap anak, beberapa tahun lalu, kejahatan ini hanya dihukum penjara saja, karena tidak ada UU kebiri. Nah bayangkan jika uang yg di paypall tidak bisa dicairkan karena mereka bangkrut, kepada siapa kita menuntut? (Tidak ada PSE).",positif
721,2022-07-31 12:05:57+00:00,zzzzzzzzzzyyzz,"Di PP-nya udah jelas kalo ada konten yang melanggar UU itu aplikasi bisa dilarang, persis ini PSE macam SIUPP jaman orba.",negatif
722,2022-07-31 11:31:57+00:00,YRadianto,"Lembaga hukum sekelas LBH kok bisa menyebut tindakan blokir @kemkominfo sebagai ""otoritarianisme""?!?
 

 Kominfo bertindak berdasarkan amanat UU no 8/1981 dan aturan turunannya yaitu Permen No 5/2020 serta sudah memberi tengat selama 2 tahun kepada para PSE.
 

 https://t.co/LHpvP9jzYG",positif
723,2022-07-31 11:31:49+00:00,melody_levin,"#BlokirKominfo 
 uu pse ada sejak 2019. kalo udah dipajakin berarti udah ga ada masalah dong dg paypal steam, kenapa dr 2019 s/d skrg qt tetep dipajakin kalo ternyata msh masalah?",negatif
724,2022-07-31 11:22:04+00:00,relltarded,"@TeddGus Kedaulatan bullshit, infrastruktur IT yang dipake kominfo aja ga pada terdaftar di pse belum lagi platform judi online yang jelas melanggar UU ITE seakan dipandang sebagai ""gim"" saja
 

 Jangan samakan kita dengan yang membela penjajahan kalo kalian cuma jadi pahlawan kesiangan🙏",negatif
725,2022-07-31 11:12:19+00:00,thatyouhate,"selain itu, jangan lupa segera sahkan RUUPDP ya bg @DPR_RI, ketidakpercayaan msy sama sistem PSE jg bukan tanpa alasan kan?
 kita punya byk PR dalam hal privacy, kemanan data, kebebasan berbicara khususnya di sektor digital bersamaan dg UU ITE",netral
726,2022-07-31 10:58:49+00:00,PAkmalsapriant,"@hadifianwidjaja @Rheza_mj @Akbaaruu @threeo_a @hyang_wisnu @PlateJohnny @kemkominfo Balik lg ke POKOK PERMASALAHAN biar g ke muter2 kyk antum, UU PDP gk ada(belum) dan G20 indon sd masuk bagian yg ada protokol2 didalamnya lantas buat apa PSE diahulukan? Data pribadi itu berharga gk bisa main2 bg orang waras apalagi bule, PSE ngotot ada bundir negara namanya",negatif
727,2022-07-31 10:36:25+00:00,PAkmalsapriant,"@hadifianwidjaja @Rheza_mj @Akbaaruu @threeo_a @hyang_wisnu @PlateJohnny @kemkominfo UU di US pembukaan data berlaku jika ada perintah pengadilan bukan hanya ikut mengelola mendingan lo pahami KBBI apa itu arti pengelola dan pengendali, dan aturan global dgk cara PSE ini maka terbuka gugatan hukum internasional ke negara, dn indon masuk ke G20",negatif
728,2022-07-31 10:34:02+00:00,PAkmalsapriant,"@hadifianwidjaja @Rheza_mj @Akbaaruu @threeo_a @hyang_wisnu @PlateJohnny @kemkominfo @kemkominfo harusnya tunduk UU ITE ie pemilik data sbg privasi data, tujuan PSE membca data artinya PSE telah sebagai pengelola data bukan sebagai regulator (pengendali data) artinya pencurian data oleh kominfo dilegalkan tanpa consent pemilik data hany berdasarkan PP",negatif
729,2022-07-31 10:24:45+00:00,PAkmalsapriant,"@hadifianwidjaja @Rheza_mj @Akbaaruu @threeo_a @hyang_wisnu @PlateJohnny @kemkominfo UU PDP gak ada maka yg berlaku regulasi yg ada yaitu GDPR bg platform luar secara perdata KUHPER terikat, walapun GDPR dikhususkan perlindngan data orang luar tp persyaratan consent berlaku secara perdata,punya PSE gk ada consent pemilik data jd jgn tolol lah",negatif
730,2022-07-31 10:18:04+00:00,hadifianwidjaja,"@PAkmalsapriant @Rheza_mj @Akbaaruu @threeo_a @hyang_wisnu @PlateJohnny @kemkominfo Justru kalau di Indonesia belum ada UU LEX SPESIALIS ttg PERLINDUNGAN DATA PRIBADI spt GDPR di Eropa, maka pemerintah harus mengamankan environment digital Indonesia terutama PSE/SE asing.",positif
731,2022-07-31 09:36:03+00:00,Fikri_Prianton,"@brown_bear_line @hudacahjurang @ObiWan_Catnobi terima kasih explanationnya kak, izin saya kutip statement kakak, sesuai hal tsb. UU. Tsb. ""Huruf d dan e artinya PSE Privat membuka peluang pemerintah utk mengetahui data rahasia user,..."" ya ka? Berarti melanggar HAM yg telah diatur dalam Pasal 28G ayat (1) UUD NRI Tahun 1945.?",negatif
732,2022-07-31 09:19:10+00:00,fazadragonhart,"@ibasibaskoche Gak lah, ini efek dari UU pasal karet itu yang akhirnya bolehin pemerintah untuk malsa buka data platform yang kedaftar di PSE dan take down posting yg ""mEreSaHkaN MaSyaRaKaT"" untuk semua platform
 

 #BlokirKominfo",negatif
733,2022-07-31 09:16:55+00:00,mon_namustudio,pse registered equals no privacy for users. gue aja diem bae gapernah sign up data diri ina inu anu masih jadi korban identity theft dan doxing. uu ite doang lambe kenceng tapi perlindungan data konsumen mana ngarti #BlokirKominfo,negatif
734,2022-07-31 08:54:39+00:00,hermangoranov,"@kh_notodiputro @detikcom pemerintah ga punya hak membuka privasi. dari PSE bisa tau isi email, chat, dll. Isi komputer juga bisa kalau platform itu disetujui saat t&amp;c (contoh: epic games). Padahal menggeledah isi HP saja polisi tidak boleh. Kebijakan melawan UU ini.",negatif
735,2022-07-31 08:36:15+00:00,edbertk1,"@hadifianwidjaja @gusti_ndoro @XD_DX_b @hyang_wisnu @PlateJohnny @kemkominfo @DivHumas_Polri Berarti anda gak ngerti CYBER SECURITY RISK… anda campur adukkan soal CYBER RISK dengan pendaftaran PSE emangnya ada tuh di US UU nya yang bilang pemerintah bisa ngambil data konsumen kalau ""meresahkan masyarakat""?",negatif
736,2022-07-31 07:59:06+00:00,pm_petals,"BPK ada benernya, UU itu harus jelas. Cuman yg jadi pertanyaanku sbenernya adalah cybersecuritynya.
 Lagipula why ppl so pressed abt it? BPK bukan lembaga audit IT. Klo mau ngomongin PSE aman ato enggak, ya tanya orang audit IT https://t.co/UK7J8rPkrr",negatif
737,2022-07-31 07:38:13+00:00,PAkmalsapriant,"@hadifianwidjaja @Rheza_mj @Akbaaruu @threeo_a @hyang_wisnu @PlateJohnny @kemkominfo peraturan PSE syarat pendaftaran memiliki basis data di INDO dan platform yg berbasis di luar seperti EU yg memiliki regulasi GDPR akan bertentangan dgn regulasi yg gak ada UU PDP dan indon gak ada, pernyataan hoax @kemkominfo yg bertentangan peraturan sendiri dipercaya? idiot!",negatif
738,2022-07-31 07:27:26+00:00,PAkmalsapriant,"Mmebela PSE tanpa ada UU PDP itu aja sd aneh., Dasar orang aneh., Dasar PSE cuman PP yg tdk memberika dampak hukum kecuali perizinan https://t.co/ISwvEgxwWS",negatif
739,2022-07-31 05:54:53+00:00,ruliemaulana,"@d6un @iamjuanalbert @febridiansyah Kalau UU ITE aja sering beda interpretasi antara ahli hukum vs penegak hukum, dan pemerintah ga mau revisi... ya apalagi keturunannya.
 

 Mau JR? Bukan pelaku PSE ga punya legal standing.
 

 Punya legal standing belum tentu menang. Sudah dinyatakan inkonstitusional pun tetep berlaku.",negatif
740,2022-07-31 05:29:59+00:00,handjobservice,"Dah nemu sumber yang sama kayak katadata. Trus nemu ini, the irony. Jadi judi onlen melanggar UU ITE, tapi kalo udah daftar PSE gapapa 😁 https://t.co/2Bcj1SWUQz",negatif
741,2022-07-31 04:51:45+00:00,HyakoMori,"@sandiuno Iya, aturan Indonesia juga melanggar privacy policy steam mereka juga punya aturan, aturan PSE juga melanggar UU ITE juga. RIP privasi, Welcome Communist",negatif
742,2022-07-31 04:10:44+00:00,namaduniamaya,"@Almasyariqi @JamesAtTPW @WisnuKumoro Data Leaked juga ulah hacker dalam negeri.Itulah alasan hadirnya PSE ini,dan dipayungi dengan UU ITE.
 

 Hukum itu harus ditegakkan.Kalau mereka masih mau beroperasi di Indonesia,at least harus mau patuhi peraturan Indonesia.Thats it.",positif
743,2022-07-31 03:48:36+00:00,harimaukutub12,@ini7indonesia @Agriansyah_Ask @omsentot92 @ernestprakasa PSE ini kan produk turunan uu omnibuslaw kemarin. 🤣🤣 Masih ada yg nanya yang mulia presiden jokowi gak ada sangkut-paut nya? Bangun wooi. 🤣🤣🤣🤣,negatif
744,2022-07-31 03:41:52+00:00,NekoOwO5,"@herman_depp @KontraS setiap pembelian game disteam dikenakan pajak 11%/transaksi,gk ada untung apanya?Judi online yang jelas melanggar Pasal 27 ayat (2) UU ITE jo. Pasal 45 ayat (2) UU 19/2016 kok di ACC?PSE jelas berlawana sama UU No 11 tahun 2008 tentang ITE pasal 26 ayat 1",negatif
745,2022-07-31 03:02:08+00:00,anaqambingsaya,"@ardyanme Nah ini, dari jaman gue kuliah itu UU PDP kok kemajuannya ga jelas... Ada berapa kali revisi tp gak signifikan, kenapa ga itu aja yg digodok duluan. Apalagi katanya uu PSE ini ada yg tubrukan sama GDPR soal akses. Gamasalah bikin aturan lokal cuma kan harus liat keadaan",negatif
746,2022-07-31 02:53:39+00:00,Itsyummies,"@hildasariw Dan mba nya udah baca full kebijakan PSE? Itu pasal karet, mirip sm UU ITE
 

 Bahkan banyak LBH yg mengajukan link pengaduan karna memang Cacat hukum.
 

 Bukan pendapat, ini fakta. Mbak paham? Mbak paham track record ga? Disitu aja udah jelas kok. Hhh bodoh bener heran https://t.co/xEGxLig0CL",negatif
747,2022-07-31 02:26:02+00:00,AikHoki,"@PNS_Ababil krn telah ciptakan UU ITE dan proyek PSE senilai 1T, mrk bikin n ngirim surat ke jutaan situs internet dan App itu juga kerjaan berat lho..pengabdian demi kedaulatan negara tanpa pandang tukin..
 #MERDEKA 💪🏻
 #BlokirKominfo",positif
748,2022-07-31 01:55:41+00:00,Lepay__,"@sanitizer25 Oiya ding. Katanya sih dia dapet info dari orang dalem kominfo, katanya UU PSE itu buat ngelindungin data kita, bla bla bla segala macemlah",negatif
749,2022-07-31 01:21:39+00:00,iconbasics_,"@aciinanny 1. ada pasal karet di PSE yg rawan di salahgunakan.
 2. UU PSE ini memungkinkan kominfo mengakses data pribadi user tanpa izin user tsb. 
 3. paypal steam dlm transaksinya selalu ikutin pajak dsb. keduanya based on tech jd g prlu kantor.
 4. harusnya mrka matengin dulu UU nya",negatif
750,2022-07-31 00:51:05+00:00,adeluu_,"Ini kalo di biarin bahaya sihh, pemerintah lagi bikin tameng lewat UU ITE dan PSE, jadi gak ada rakyat yg bisa ganggu mereka, gak tau mereka akan bikin tameng apa lagi
 #BlokirKominfo",negatif
751,2022-07-31 00:38:06+00:00,andikamalreza,"wkwkwk jadi ingat masa masa awal hashtag #ReformasiDikorupsi muncul, apalagi pas muncul protes RUU KUHP &amp; Revisi UU KPK, acung yuk siapa aja aktivis &amp; pegiat sosmed yg sosmed/WA-nya dapet ancaman begini? 😁
 

 Apalagi sekarang peraturan PSE dah terbit, makin leluasa pula mereka 😇 https://t.co/0WQkbJkIXS",negatif
752,2022-07-30 23:54:50+00:00,aagunawan_,"UU ITE 👉 kominfo
 PSE Ranah Privat 👉 kominfo
 

 paham sampai disini polanya?",positif
753,2022-07-30 20:19:41+00:00,burfafybur,"@koko_Hage @angga_fzn Bisa sih ngetrack kriminal. Tapi apa iya yakin mereka mau ngelakuin?😴
 

 Btw di UU yang jadi dasar peraturan PSE ini ada pasal yg bisa menindak user yang ""meresahkan"", ini bisa aja jadi alat buat ngancem kritik pemrenta, palingan ini fungsi yg bkl lbh bnyk dipake.🤐",negatif
754,2022-07-30 18:19:06+00:00,yoganyayoga,"jangan jadikan PSE itu sebagai UU ITE KE 2 yang KARETnya ada 2 berarti ""pedas"" . selain itu Permenkominfo 5/2020 berisi makna makna karet tak jelas yang mengancam ruang hak asasi manusia . itu yang harus dibenahi dulu dan JELASKAN KEPADA MASYARAKAT AWAM #BlokirKominfo https://t.co/Eb1SUm54pf",negatif
755,2022-07-30 18:13:59+00:00,yedidakaren_,"@great_fleet Ohhh iya, bru ngeh aku 🤯🤯
 Soalnya sama sama disahkan UU PSE-KA-nya tahun 2020. Tahunnya sama lagi dengan disahkannya UU Cilaka kontol itu.",negatif
756,2022-07-30 18:13:57+00:00,Tano_AWJ,"@efenerr Coba baca UU No 11/2008 tentang ITE. UU no 19/2016 tentang ITE pasal 40 ayt 1-2.
 Dari UU No 19 ini dibuat aturan pelaksananya PP No 71/2019 pasal 6 tentang PSTE.
 Dan terakhir dgn PM Kmoinfo No 5/2020 tentang PSE lingkup privat. Nah coba regulasi yg tiga itu baca pelan-pelan.😁🙏",netral
757,2022-07-30 18:11:45+00:00,great_fleet,"@yedidakaren_ Plot Twist = peraturan kemenkominfo soal PSE adalah turunan dari, you guess it, UU Cilaka, yang seharusnya gugur setelah dinyatakan inkonstitusional oleh Mahkamah Konstitusi
 

 Ring a bell? 😆😆",negatif
758,2022-07-30 16:33:48+00:00,wan_almawardi7,"Kominfo mengawasi konten radikalisme, pornografi, Sara. UU IT bagian paling ngaco berantas radikalisme.Kini mereka menyasar platform media sosial.Krn alasan belum terdaftar di PSE
 

 Luar biasa kinerja kominfo. Soal teroris yg jadi bagian kerja BNPT diurus apalagi cuman soal paypal",negatif
759,2022-07-30 15:41:44+00:00,AzathelOtheus,"@secgron Kominfo : aturan baru guys, bayar yah!
 

 Epic Games, Steam, PayPal dll yang di blockir : hah? kan kita udah bayar pajak?! apalagi nih minta duit lagi? mana peraturannya?
 

 Kominfo : nih baca, ditunjukkin PSE dan UU tentang blockir dalam bahasa Indonesia.",negatif
760,2022-07-30 15:31:12+00:00,BOLATIME1,@radixwp @kemkominfo Ya kl g ada aturan2 PSE ya mana ada hal2 ginian. Sebelum ada aturan2 kayak gt ya aman2 aja. Kan cmn melaksanakan UU.,negatif
761,2022-07-30 15:30:52+00:00,tsetiady,"LUCUnya penerapan PERMEN 5/2020 sudah bertentangan dengan UU ITE yg jadi salah satu payungnya...
 

 tindakan ilegal seperti JUDI ONLINE harusnya dilarang, tapi saat PSE diterapkan malah lolos approval...",negatif
762,2022-07-30 15:04:45+00:00,woodie273,"@vannkevyn @pasirrpantai LAH KOCAK, itu situs judi ada UU yg ngelarang soal judi, ini asal daftar PSE dibolehin aaowkaok kocak",negatif
763,2022-07-30 14:30:34+00:00,Aryprasetyo85,"dengan syarat yang diatur ketat antara lain harus menyertakan penetapan pengadilan, dan dasar kewenangan yang sah pada saat melakukan permohonan akses kepada PSE. Ketentuan pemberian akses dalam PM Kominfo 5/2020 merupakan ketentuan pelaksana dari UU No. 8 Tahun 1981",netral
764,2022-07-30 14:23:16+00:00,tsetiady,"aplikasi judi aja dilolosin PSE tapi aplikasi yg gak ada pelanggaran /kriminalitas langsung main blok...
 

 ini UU udah melangkahi hak asasi di pasal 28 UUD 45, rakyat berhak untuk mencari penghidupan, jangan asal main blokir PAYPAL/STEAM dll, yg jelas2 dipakai industri lokal.",negatif
765,2022-07-30 14:21:01+00:00,Akbaaruu,"@uptownfunk_bby @marluttak @vannkevyn Nah itu, kan isi uu nya melanggar privasi user.. intinya emang uu pse ini problematik",negatif
766,2022-07-30 13:31:25+00:00,Tano_AWJ,"@efenerr @kemkominfo Yg jelas, aturan ya aturan. Klu memang blm mendaftar PSE, walaupun kontribusinya besar, ya tetap saja melanggar aturan/ketentuan UU yg berlaku. Kepatuhan trhadap aturan UU itu jauh lebih penting.🙏",positif
767,2022-07-30 12:21:32+00:00,Email_external,"Kominfo itu punya aturan emg, kalo ga salah ya td uu no5 tahun brp gt, intinya disitu udh dijelasin kalo aturannya PSE baik milik asing ataupun domestik WAJIB ngelapor lah istilahnyaaa, tujuannya intinya untuk menstabilkan 4.0 ini include untuk aman dan sejenisnya gitu",positif
768,2022-07-30 12:11:17+00:00,EnomKami,"@_inyourmind18 @Fiar098 Ini sarkas apa beneran sih? Kl beneran,asli tolol sih. Tiap user yg beli emoney dr game2 mereka psti kena ppn,blm lg tim esports dr indo bs lbh memperkenalkan Indonesia tu kyk gmn, mo kontribusi kyk gmn lg? UU PSE g hny blokir memblokir btw,data privasi bs j diakses dgn mudah",negatif
769,2022-07-30 11:37:39+00:00,minato_ku_ni,"@sandiuno @kemkominfo Ngedukung katanya patuh UU tapi judi online aja lolos PSE.
 NGELUCU? PSE itu bukan untuk kepentingan WARGA tapi kepentingan KELOMPOK.
 Steam aja gak bolong bayar tax ke indo tapi tetep kena blok.
 UUD 1945 TTG HAK PRIVASI NYA MANA?
 HUKUM CACAT DIPAKE SAMA BOOMERS GOBLOK GINI HASILNY",negatif
770,2022-07-30 11:36:31+00:00,novannisafp_,"Problem utama keduanya, panduan yang dikasih sama Kominfo utk daftar PSE itu panduan versi OSS lama (OSS 1.1) yang gak up to date, bukan sistem OSS RBA setelah UU Ciptaker. 
 

 Jujur sy sama temen2 @Fauxell1 yg udh biasa urus perizinan aja bingung liatnya, apalg pihak asing.",negatif
771,2022-07-30 11:29:06+00:00,kumorowl,@YUPriMad @ign_danang @rahmann0206 @rgoestama @sandiuno @kemkominfo apakah itu berarti judi yg terdaftar pse sudah dilegalkan alias punya hak spt dimaksud uu? waw sekali ygy https://t.co/krWrtTYIio,negatif
772,2022-07-30 11:07:10+00:00,tururuthelegend,"@arfanaprilday @tirta_cipeng @safenetvoice Gimana bisa positive thinking kalo ada peraturan yang bolehin kominfo untuk seenaknua buka data pribadi tanpa ada UU perlindungan data (kayak GDPR), ati2 aja kalau pakai platform yang daftar di PSE itu siap2 dimonitor, coba baca lagi polemiknya",negatif
773,2022-07-30 10:46:46+00:00,yesitsdcdm,"@madkimma betul. pemerintah kalau mau bikin ruang digital yang nyaman pasti aku dukung. masalahnya adalah diaksesnya privasi tanpa ijin ini udah berpotensi termasuk PSE juga :')
 

 kalo ngeliat eksekusi uu ite yang juga produk kominfo sih ya jawabannya cukup jelas: masyarakat gak percaya.",negatif
774,2022-07-30 10:36:13+00:00,hipokimia,@_inyourmind18 @MalifasrofiMu @Fiar098 mereka bayar kok sejak pertengahn juli 2020 karena emang uu kemenkeu keluar dari pertengahan juli 2020. alasan utama steam diblok kan karena ga mendaftarkan pse ke keminpo bkan karena tak taat pajak,netral
775,2022-07-30 10:29:26+00:00,HariIniWinda,"Jadi nanti kalo 2024 ada yg kampanye, tanyain, gimana sikap dia akan uu ite dan pse, berani ga dia janji kebebasan berpendapat.. di mulai dari dprd ya win.. jgn pilih yg ga ada sikap.. sekalian aja pilih partai gurem klo ga ada yg ambil sikap si incumbent2 ini",negatif
