,Tweet,Sentimen,lower case,cleaned,formalized,no stopwords,stemmed
655,"@kemkominfo mau tanya, orang-orang yg jual beli organ secara online ini pada harus daftar PSE gak ? Atau mereka melanggar UU ITE gak ?
  Pdhl jual beli organ itu ilegal, bukankah Kominfo bisa jadi pagar pemisah informasi baik dan buruk. https://t.co/9oi5SJhwKh",negatif,"@kemkominfo mau tanya, orang-orang yg jual beli organ secara online ini pada harus daftar pse gak ? atau mereka melanggar uu ite gak ?
  pdhl jual beli organ itu ilegal, bukankah kominfo bisa jadi pagar pemisah informasi baik dan buruk. https://t.co/9oi5sjhwkh","mau tanya, orang orang yg jual beli organ secara online ini pada harus daftar pse gak ? atau mereka melanggar uu ite gak ? pdhl jual beli organ itu ilegal, bukankah kominfo bisa jadi pagar pemisah informasi baik dan buruk.","mau tanya, orang orang yang jual beli organ secara online ini pada harus daftar pse gak ? atau mereka melanggar uu ite gak ? pdhl jual beli organ itu ilegal, bukankah kominfo bisa jadi pagar pemisah informasi baik dan buruk.",", orang orang jual beli organ online daftar pse gak ? melanggar uu ite gak ? pdhl jual beli organ ilegal , kominfo pagar pemisah informasi buruk .",orang orang jual beli organ online daftar pse gak langgar uu ite gak pdhl jual beli organ ilegal kominfo pagar pisah informasi buruk
656,"@MenujuTampan Nggak usah pilih parpol dan koalisinya yang bermasalah. Jadi kayanya aku 2024 golput deh. UU ITE, UU Cipta Kerja, RUU KUHP, PSE 🤮",negatif,"@menujutampan nggak usah pilih parpol dan koalisinya yang bermasalah. jadi kayanya aku 2024 golput deh. uu ite, uu cipta kerja, ruu kuhp, pse 🤮","nggak usah pilih parpol dan koalisinya yang bermasalah. jadi kayanya aku golput deh. uu ite, uu cipta kerja, ruu kuhp, pse","tidak perlu pilih partai politik dan koalisinya yang bermasalah. jadi kayaknya aku golongan putih deh. uu ite, uu cipta kerja, ruu kuhp, pse","pilih partai politik koalisinya bermasalah . kayaknya golongan putih deh . uu ite , uu cipta kerja , ruu kuhp , pse",pilih partai politik koalisi masalah kayak golong putih deh uu ite uu cipta kerja ruu kuhp pse
657,"@BossLonte @zetsudou_sougi Selama ini kalau ada konten dewasa bukannya diproses Hukum ? Ada penyiksaan hewan yang viral ga diproses dihukum? Ada kan ? Semuanya sudah ada UU Dan PSE JUGA rekapan Dari UU seperti artikel kominfo tahun 2020
  
 
  https://t.co/t2AI5IbELv",negatif,"@bosslonte @zetsudou_sougi selama ini kalau ada konten dewasa bukannya diproses hukum ? ada penyiksaan hewan yang viral ga diproses dihukum? ada kan ? semuanya sudah ada uu dan pse juga rekapan dari uu seperti artikel kominfo tahun 2020
  
 
  https://t.co/t2ai5ibelv",selama ini kalau ada konten dewasa bukannya diproses hukum ? ada penyiksaan hewan yang viral ga diproses dihukum? ada kan ? semuanya sudah ada uu dan pse juga rekapan dari uu seperti artikel kominfo tahun,selama ini kalau ada konten dewasa bukannya diproses hukum ? ada penyiksaan hewan yang viral ga diproses dihukum? ada kan ? semuanya sudah ada uu dan pse juga rekapan dari uu seperti artikel kominfo tahun,konten dewasa diproses hukum ? penyiksaan hewan viral ga diproses dihukum ? ? uu pse rekapan uu artikel kominfo,konten dewasa proses hukum siksa hewan viral ga proses hukum uu pse rekap uu artikel kominfo
658,"@princeofgiri @kotakmakan Soal PSE? waktu uu ite muncul juga sebenernya pada kompakan oposisi dan koalisi, kalo ada yang diem, itu biar engga dicap ngedukung aja~",negatif,"@princeofgiri @kotakmakan soal pse? waktu uu ite muncul juga sebenernya pada kompakan oposisi dan koalisi, kalo ada yang diem, itu biar engga dicap ngedukung aja~","soal pse? waktu uu ite muncul juga sebenernya pada kompakan oposisi dan koalisi, kalo ada yang diem, itu biar engga dicap ngedukung aja","soal pse? waktu uu ite muncul juga sebenernya pada kompakan oposisi dan koalisi, kalau ada yang diem, itu biar engga dicap ngedukung saja","pse ? uu ite muncul sebenernya kompakan oposisi koalisi , diem , biar engga dicap ngedukung",pse uu ite muncul sebenernya kompak oposisi koalisi diem biar engga cap ngedukung
659,"Atau gk sabar nanti PayPal daftar PSE yang aturannya karet ...
  Gk bakal ada salah penggunaan, jaminan? Gk usah pasti aman dan tidak disalahgunakan kyk UU ITE... Pasti aman data privasi, kalo ada yang meresahkan publik bisa diblok... Mengkritik doank? Bloj aja
  
 
  #BlokirKominfo https://t.co/9ud5kXTG26",negatif,"atau gk sabar nanti paypal daftar pse yang aturannya karet ...
  gk bakal ada salah penggunaan, jaminan? gk usah pasti aman dan tidak disalahgunakan kyk uu ite... pasti aman data privasi, kalo ada yang meresahkan publik bisa diblok... mengkritik doank? bloj aja
  
 
  #blokirkominfo https://t.co/9ud5kxtg26","atau gk sabar nanti paypal daftar pse yang aturannya karet ... gk bakal ada salah penggunaan, jaminan? gk usah pasti aman dan tidak disalahgunakan kyk uu ite... pasti aman data privasi, kalo ada yang meresahkan publik bisa diblok... mengkritik doank? bloj aja","atau gk sabar nanti paypal daftar pse yang aturannya karet ... gk bakal ada salah penggunaan, jaminan? gk perlu pasti aman dan tidak disalahgunakan seperti uu ite... pasti aman data privasi, kalau ada yang meresahkan publik bisa diblok... mengkritik doank? bloj saja","gk sabar paypal daftar pse aturannya karet ... gk salah penggunaan , jaminan ? gk aman disalahgunakan uu ite ... aman data privasi , meresahkan publik diblok ... mengkritik doank ? bloj",gk sabar paypal daftar pse atur karet gk salah guna jamin gk aman disalahgunakan uu ite aman data privasi resah publik blok kritik doank bloj
660,"inget, judi walaupun dah daftar di PSE tetep melanggar UU ITE!!. Jadi, anda ga bisa mentoleransi situs judi online untuk terus beroperasi karena telah daftar PSE!",netral,"inget, judi walaupun dah daftar di pse tetep melanggar uu ite!!. jadi, anda ga bisa mentoleransi situs judi online untuk terus beroperasi karena telah daftar pse!","inget, judi walaupun dah daftar di pse tetep melanggar uu ite!!. jadi, anda ga bisa mentoleransi situs judi online untuk terus beroperasi karena telah daftar pse!","inget, judi walaupun deh daftar di pse tetep melanggar uu ite!!. jadi, anda ga bisa mentoleransi situs judi online untuk terus beroperasi karena telah daftar pse!","inget , judi deh daftar pse tetep melanggar uu ite ! ! . , ga mentoleransi situs judi online beroperasi daftar pse !",inget judi deh daftar pse tetep langgar uu ite ga toleransi situs judi online operasi daftar pse
661,@henrysubiakto Heh professor BOOMER sudah baca full UU No.5/2020 ? Kok bisa ya dosen @Unair_Official seperti ini?? Sudah lihat juga sistem PSE nya? Toh mereka juga pakai service yg belum terdaftar di sistemnya sendiri 🤡🤡🤡,positif,@henrysubiakto heh professor boomer sudah baca full uu no.5/2020 ? kok bisa ya dosen @unair_official seperti ini?? sudah lihat juga sistem pse nya? toh mereka juga pakai service yg belum terdaftar di sistemnya sendiri 🤡🤡🤡,heh professor boomer sudah baca full uu no. ? kok bisa ya dosen seperti ini?? sudah lihat juga sistem pse nya? toh mereka juga pakai service yg belum terdaftar di sistemnya sendiri,heh professor boomer sudah baca full uu no. ? kok bisa iya dosen seperti ini?? sudah lihat juga sistem pse nya? toh mereka juga pakai service yang belum terdaftar di sistemnya sendiri,heh professor boomer baca full uu no. ? iya dosen ? ? lihat sistem pse nya ? pakai service terdaftar sistemnya,heh professor boomer baca full uu no iya dosen lihat sistem pse nya pakai service daftar sistem
662,"@henrysubiakto @Duke_of_Nowhere @RonaldSet9 gini loh gini, UU niatnya mengamankan internet dengan langkah PSE ini yang katanya ""MENGAMANKAN"" sedangkan yang kena dampak buruk dari pse ini adalah service-service yang rata-rata punya reputasi yang baik. sedangkan website-website gajelas yang berkeliaran malah dibiarin????????",negatif,"@henrysubiakto @duke_of_nowhere @ronaldset9 gini loh gini, uu niatnya mengamankan internet dengan langkah pse ini yang katanya ""mengamankan"" sedangkan yang kena dampak buruk dari pse ini adalah service-service yang rata-rata punya reputasi yang baik. sedangkan website-website gajelas yang berkeliaran malah dibiarin????????","gini loh gini, uu niatnya mengamankan internet dengan langkah pse ini yang katanya mengamankan sedangkan yang kena dampak buruk dari pse ini adalah service service yang rata rata punya reputasi yang baik. sedangkan website website gajelas yang berkeliaran malah dibiarin????????","gini loh gini, uu niatnya mengamankan internet dengan langkah pse ini yang katanya mengamankan sedangkan yang kena dampak buruk dari pse ini adalah service service yang rata rata punya reputasi yang baik. sedangkan website website gajelas yang berkeliaran bahkan dibiarin????????","gini loh gini , uu niatnya mengamankan internet langkah pse mengamankan kena dampak buruk pse service service reputasi . website website gajelas berkeliaran dibiarin ? ? ? ? ? ? ? ?",gin loh gin uu niat aman internet langkah pse aman kena dampak buruk pse service service reputasi website website gajelas liar dibiarin
663,"@Dennysiregar7 UU PSE? Peraturan mentri doang. Nggak ada publikasi forum diskusi grup dg industri dan pengguna, koordinasi dg regulator industri keuangan dan penggunanya jg. Acuan UU jg dah jadul utk thn 2008. Boro2 mikir infrastruktur teknologi..",negatif,"@dennysiregar7 uu pse? peraturan mentri doang. nggak ada publikasi forum diskusi grup dg industri dan pengguna, koordinasi dg regulator industri keuangan dan penggunanya jg. acuan uu jg dah jadul utk thn 2008. boro2 mikir infrastruktur teknologi..","uu pse? peraturan mentri doang. nggak ada publikasi forum diskusi grup dg industri dan pengguna, koordinasi dg regulator industri keuangan dan penggunanya jg. acuan uu jg dah jadul utk thn . boro mikir infrastruktur teknologi..","uu pse? peraturan mentri doang. tidak ada publikasi forum diskusi grup dg industri dan pengguna, koordinasi dg regulator industri keuangan dan penggunanya jg. acuan uu juga deh jaman dulu untuk tahun . boro mikir infrastruktur teknologi..","uu pse ? peraturan mentri doang . publikasi forum diskusi grup dg industri pengguna , koordinasi dg regulator industri keuangan penggunanya jg . acuan uu deh jaman . boro mikir infrastruktur teknologi ..",uu pse atur tri doang publikasi forum diskusi grup dg industri guna koordinasi dg regulator industri uang guna jg acu uu deh jaman boro mikir infrastruktur teknologi
664,"@henrysubiakto Regulasi negara meyulitkan rakyatnya. Mau ngegoreng ikan, minyak goreng mahal, malah disuruh rebus ikannya. Ini PSE lagi ntah apa manfaatnya untuk rakyat. Mirip2 lah sama UU ITE.",negatif,"@henrysubiakto regulasi negara meyulitkan rakyatnya. mau ngegoreng ikan, minyak goreng mahal, malah disuruh rebus ikannya. ini pse lagi ntah apa manfaatnya untuk rakyat. mirip2 lah sama uu ite.","regulasi negara meyulitkan rakyatnya. mau ngegoreng ikan, minyak goreng mahal, malah disuruh rebus ikannya. ini pse lagi ntah apa manfaatnya untuk rakyat. mirip lah sama uu ite.","regulasi negara meyulitkan rakyatnya. mau ngegoreng ikan, minyak goreng mahal, bahkan disuruh rebus ikannya. ini pse lagi ntah apa manfaatnya untuk rakyat. mirip lah sama uu ite.","regulasi negara meyulitkan rakyatnya . ngegoreng ikan , minyak goreng mahal , disuruh rebus ikannya . pse ntah manfaatnya rakyat . uu ite .",regulasi negara meyulitkan rakyat ngegoreng ikan minyak goreng mahal suruh rebus ikan pse ntah manfaat rakyat uu ite
665,"Sekarang, kuncinya ada di Peraturan Menteri Kominfo Nomor 5 Tahun 2020 tentang Penyelenggara Sistem Elektronik (PSE) Lingkup Privat yang dibuat dengan mengacu pada UU ITE secara umum. Jelas bgt sih disini emg seluruh PSE itu wajib daftar dan udah ditulis sanksinya juga https://t.co/A545AD3ZDK",positif,"sekarang, kuncinya ada di peraturan menteri kominfo nomor 5 tahun 2020 tentang penyelenggara sistem elektronik (pse) lingkup privat yang dibuat dengan mengacu pada uu ite secara umum. jelas bgt sih disini emg seluruh pse itu wajib daftar dan udah ditulis sanksinya juga https://t.co/a545ad3zdk","sekarang, kuncinya ada di peraturan menteri kominfo nomor tahun tentang penyelenggara sistem elektronik pse lingkup privat yang dibuat dengan mengacu pada uu ite secara umum. jelas bgt sih disini emg seluruh pse itu wajib daftar dan udah ditulis sanksinya juga","sekarang, kuncinya ada di peraturan menteri kominfo nomor tahun tentang penyelenggara sistem elektronik pse lingkup privat yang dibuat dengan mengacu pada uu ite secara umum. jelas banget sih disini emg seluruh pse itu wajib daftar dan sudah ditulis sanksinya juga",", kuncinya peraturan menteri kominfo nomor penyelenggara sistem elektronik pse lingkup privat mengacu uu ite . banget sih emg pse wajib daftar ditulis sanksinya",kunci atur menteri kominfo nomor selenggara sistem elektronik pse lingkup privat acu uu ite banget sih emg pse wajib daftar tulis sanksi
666,"@tururuthelegend @Dennysiregar7 Sini lagi dah, kasih gw buktinya selain TTD di atas materai kasus pencemaran nama baik UU ITE. Ada yg sampai dipancung kagak? Lebay amat sih lu ama hasutan SJW dolar soal ITE PSE. Mrk makan duit hibah Jerman Jepang segala rupa.
  
 
  Tunggu aja 2024. Balik sini biar tahu jadi apa lu.",positif,"@tururuthelegend @dennysiregar7 sini lagi dah, kasih gw buktinya selain ttd di atas materai kasus pencemaran nama baik uu ite. ada yg sampai dipancung kagak? lebay amat sih lu ama hasutan sjw dolar soal ite pse. mrk makan duit hibah jerman jepang segala rupa.
  
 
  tunggu aja 2024. balik sini biar tahu jadi apa lu.","sini lagi dah, kasih gw buktinya selain ttd di atas materai kasus pencemaran nama baik uu ite. ada yg sampai dipancung kagak? lebay amat sih lu ama hasutan sjw dolar soal ite pse. mrk makan duit hibah jerman jepang segala rupa. tunggu aja . balik sini biar tahu jadi apa lu.","sini lagi dah, kasih saya buktinya selain ttd di atas materai kasus pencemaran nama baik uu ite. ada yang sampai dipancung kagak? berlebihan amat sih kamu sama hasutan sjw dolar soal ite pse. mrk makan duit hibah jerman jepang segala rupa. tunggu saja . balik sini biar tahu jadi apa lu.","dah , kasih buktinya ttd materai pencemaran nama uu ite . dipancung kagak ? sih hasutan sjw dolar ite pse . mrk makan duit hibah jerman jepang rupa . tunggu . biar lu .",dah kasih bukti ttd materai cemar nama uu ite pancung kagak sih hasut sjw dolar ite pse mrk makan duit hibah jerman jepang rupa tunggu biar lu
667,"Tidak adakah profesor IT universitas2 ternama di Indonesia yang bersedia datang ke DPR/MPR untuk bikin pernyataan menentang UU mengenai PSE? 
  
 
  #BlokirKominfo #kominfo",netral,"tidak adakah profesor it universitas2 ternama di indonesia yang bersedia datang ke dpr/mpr untuk bikin pernyataan menentang uu mengenai pse? 
  
 
  #blokirkominfo #kominfo",tidak adakah profesor it universitas ternama di indonesia yang bersedia datang ke dpr mpr untuk bikin pernyataan menentang uu mengenai pse?,tidak adakah profesor it universitas ternama di indonesia yang bersedia datang ke dpr mpr untuk bikin pernyataan menentang uu mengenai pse?,adakah profesor it universitas ternama indonesia bersedia dpr mpr bikin pernyataan menentang uu pse ?,ada profesor it universitas nama indonesia sedia dpr mpr bikin nyata tentang uu pse
668,"@TongTji789 @Dennysiregar7 Ya beda dong UU pers kan untuk meregulasi old media, sekarang setiap user seperti alter ego lo ini adalah pembuat konten dan kominfo bs perintahkan platform terdaftar PSE untuk (1) sensor, (2) dox lo menggunakan pasal karet, ini ya jelas orba 4.0! Untungnya kapabilitas blm nyampe",negatif,"@tongtji789 @dennysiregar7 ya beda dong uu pers kan untuk meregulasi old media, sekarang setiap user seperti alter ego lo ini adalah pembuat konten dan kominfo bs perintahkan platform terdaftar pse untuk (1) sensor, (2) dox lo menggunakan pasal karet, ini ya jelas orba 4.0! untungnya kapabilitas blm nyampe","ya beda dong uu pers kan untuk meregulasi old media, sekarang setiap user seperti alter ego lo ini adalah pembuat konten dan kominfo bs perintahkan platform terdaftar pse untuk sensor, dox lo menggunakan pasal karet, ini ya jelas orba . ! untungnya kapabilitas blm nyampe","iya beda dong uu pers kan untuk meregulasi old media, sekarang setiap user seperti alter ego kamu ini adalah pembuat konten dan kominfo bisa perintahkan platform terdaftar pse untuk sensor, dox kamu menggunakan pasal karet, ini iya jelas orba . ! untungnya kapabilitas belum nyampe","iya beda uu pers meregulasi old media , user alter ego pembuat konten kominfo perintahkan platform terdaftar pse sensor , dox pasal karet , iya orba . ! untungnya kapabilitas nyampe",iya beda uu pers regulasi old media user alter ego buat konten kominfo perintah platform daftar pse sensor dox pasal karet iya orba untung kapabilitas nyampe
669,"@Dennysiregar7 Lha, Steam udh bayar pajak ke negara masih di block juga itu pak. Judi online malah gak di block. Makanya banyak dihujat, masih banyak yg kurang jelas dari fungsi PSE lebih lebih kalo dihubungkan dgn UU ITE.",negatif,"@dennysiregar7 lha, steam udh bayar pajak ke negara masih di block juga itu pak. judi online malah gak di block. makanya banyak dihujat, masih banyak yg kurang jelas dari fungsi pse lebih lebih kalo dihubungkan dgn uu ite.","lha, steam udh bayar pajak ke negara masih di block juga itu pak. judi online malah gak di block. makanya banyak dihujat, masih banyak yg kurang jelas dari fungsi pse lebih lebih kalo dihubungkan dgn uu ite.","lha, steam udh bayar pajak ke negara masih di block juga itu pak. judi online bahkan gak di block. makanya banyak dihujat, masih banyak yang kurang jelas dari fungsi pse lebih lebih kalau dihubungkan dengan uu ite.","lha , steam udh bayar pajak negara block . judi online gak block . dihujat , fungsi pse dihubungkan uu ite .",lha steam udh bayar pajak negara block judi online gak block hujat fungsi pse hubung uu ite
670,"Ini regulator gak bisa apa menghindari frasa “meresahkan masyarakat” atau “mengganggu ketertiban umum”? Frasa karet kaya gini udah jelas bikin penegakan UU ITE jd sembrono, masih mau dipake juga di PSE ya? https://t.co/FTpckrSYxU",negatif,"ini regulator gak bisa apa menghindari frasa “meresahkan masyarakat” atau “mengganggu ketertiban umum”? frasa karet kaya gini udah jelas bikin penegakan uu ite jd sembrono, masih mau dipake juga di pse ya? https://t.co/ftpckrsyxu","ini regulator gak bisa apa menghindari frasa meresahkan masyarakat atau mengganggu ketertiban umum ? frasa karet kaya gini udah jelas bikin penegakan uu ite jd sembrono, masih mau dipake juga di pse ya?","ini regulator gak bisa apa menghindari frasa meresahkan masyarakat atau mengganggu ketertiban umum ? frasa karet kaya gini sudah jelas bikin penegakan uu ite jadi sembrono, masih mau dipake juga di pse ya?","regulator gak menghindari frasa meresahkan masyarakat mengganggu ketertiban ? frasa karet kaya gini bikin penegakan uu ite sembrono , dipake pse ya ?",regulator gak hindar frasa resah masyarakat ganggu tertib frasa karet kaya gin bikin tega uu ite sembrono dipake pse ya
671,"Beberapa argumen pihak yang menyetujui PSE adalah ""Hanya isi data adminsitratif"", ""Kedaulatan digital"", ""Kita harus tegas"". Namun mereka lupa mengenai konsekuensi panjang dari peraturan-peraturan ini, seperti UU ITE.",negatif,"beberapa argumen pihak yang menyetujui pse adalah ""hanya isi data adminsitratif"", ""kedaulatan digital"", ""kita harus tegas"". namun mereka lupa mengenai konsekuensi panjang dari peraturan-peraturan ini, seperti uu ite.","beberapa argumen pihak yang menyetujui pse adalah hanya isi data adminsitratif , kedaulatan digital , kita harus tegas . namun mereka lupa mengenai konsekuensi panjang dari peraturan peraturan ini, seperti uu ite.","beberapa argumen pihak yang menyetujui pse adalah hanya isi data adminsitratif , kedaulatan digital , kita harus tegas . namun mereka lupa mengenai konsekuensi panjang dari peraturan peraturan ini, seperti uu ite.","argumen menyetujui pse isi data adminsitratif , kedaulatan digital , . lupa konsekuensi peraturan peraturan , uu ite .",argumen tuju pse isi data adminsitratif daulat digital lupa konsekuensi atur atur uu ite
672,"@prio_atmo DIBACA UU PSE .. APARAT PENEGAK HUKUM BISA MEMINTA SECARA LANGSUNG TANPA LEWAT PENGADILAN..!!, Setiap permintaan data seharusnya mengikuti hukum internasional, yakni melalui pengadilan. Sebelum uu yg baru ini, di indo juga lewat pengadilan dulu. https://t.co/yI5qpfA7X2",negatif,"@prio_atmo dibaca uu pse .. aparat penegak hukum bisa meminta secara langsung tanpa lewat pengadilan..!!, setiap permintaan data seharusnya mengikuti hukum internasional, yakni melalui pengadilan. sebelum uu yg baru ini, di indo juga lewat pengadilan dulu. https://t.co/yi5qpfa7x2","dibaca uu pse .. aparat penegak hukum bisa meminta secara langsung tanpa lewat pengadilan..!!, setiap permintaan data seharusnya mengikuti hukum internasional, yakni melalui pengadilan. sebelum uu yg baru ini, di indo juga lewat pengadilan dulu.","dibaca uu pse .. aparat penegak hukum bisa meminta secara langsung tanpa lewat pengadilan..!!, setiap permintaan data seharusnya mengikuti hukum internasional, yakni melalui pengadilan. sebelum uu yang baru ini, di indo juga lewat pengadilan dulu.","dibaca uu pse .. aparat penegak hukum langsung pengadilan .. ! ! , permintaan data mengikuti hukum internasional , pengadilan . uu , indo pengadilan .",baca uu pse aparat tegak hukum langsung adil minta data ikut hukum internasional adil uu indo adil
673,"@IGhazu PSE itu istilah sjk 2008 di UU ITE untuk menyebut platform digital. Ini pahami dulu. Aturan PSE sdh ada sjk 2008 juga. Didetailkan dg PP 82 th 2012, lalu diperbaharui dg PP 71 th 2019. Jadi ini bkn hal baru yg datang tiba2. Permen no 5 th 2020 itu hny aturan teknis operasional.",netral,"@ighazu pse itu istilah sjk 2008 di uu ite untuk menyebut platform digital. ini pahami dulu. aturan pse sdh ada sjk 2008 juga. didetailkan dg pp 82 th 2012, lalu diperbaharui dg pp 71 th 2019. jadi ini bkn hal baru yg datang tiba2. permen no 5 th 2020 itu hny aturan teknis operasional.","pse itu istilah sjk di uu ite untuk menyebut platform digital. ini pahami dulu. aturan pse sdh ada sjk juga. didetailkan dg pp th , lalu diperbaharui dg pp th . jadi ini bkn hal baru yg datang tiba . permen no th itu hny aturan teknis operasional.","pse itu istilah sjk di uu ite untuk menyebut platform digital. ini pahami dulu. aturan pse sdh ada sjk juga. didetailkan dg pulang pergi th , lalu diperbaharui dg pulang pergi th . jadi ini bukan hal baru yang datang tiba . permen no th itu hanya aturan teknis operasional.","pse istilah sjk uu ite menyebut platform digital . pahami . aturan pse sdh sjk . didetailkan dg pulang pergi th , diperbaharui dg pulang pergi th . . permen no th aturan teknis operasional .",pse istilah sjk uu ite sebut platform digital paham atur pse sdh sjk detail dg pulang pergi th baharu dg pulang pergi th permen no th atur teknis operasional
674,"""Meningkatkan TRUST dan RASA NYAMAN"". Tapi yang udah daftar PSE malah aplikasinya bisa dihack buat nerror orang. 🥴
  You want us to trust you, but you act otherwise. Sama kek nyuruh buat jangan percaya ghoib, tapi mengaku punya kekuatan ghoib bisa dituntut pakai UU. https://t.co/BTIjcR44n8 https://t.co/Q4aeWOWZGU",negatif,"""meningkatkan trust dan rasa nyaman"". tapi yang udah daftar pse malah aplikasinya bisa dihack buat nerror orang. 🥴
  you want us to trust you, but you act otherwise. sama kek nyuruh buat jangan percaya ghoib, tapi mengaku punya kekuatan ghoib bisa dituntut pakai uu. https://t.co/btijcr44n8 https://t.co/q4aewowzgu","meningkatkan trust dan rasa nyaman . tapi yang udah daftar pse malah aplikasinya bisa dihack buat nerror orang. you want us to trust you, but you act otherwise. sama kek nyuruh buat jangan percaya ghoib, tapi mengaku punya kekuatan ghoib bisa dituntut pakai uu.","meningkatkan trust dan rasa nyaman . tapi yang sudah daftar pse bahkan aplikasinya bisa dihack buat nerror orang. you want us to trust you, but you act otherwise. sama seperti nyuruh buat jangan percaya ghoib, tapi mengaku punya kekuatan ghoib bisa dituntut pakai uu.","meningkatkan trust nyaman . daftar pse aplikasinya dihack nerror orang . you want us to trust you , but you act otherwise . nyuruh percaya ghoib , mengaku kekuatan ghoib dituntut pakai uu .",tingkat trust nyaman daftar pse aplikasi dihack nerror orang you want us to trust you but you act otherwise nyuruh percaya ghoib aku kuat ghoib tuntut pakai uu
675,@henrysubiakto @kemkominfo @RonaldSet9 Jadi maksud anda menggeledah isi percakapan privat itu kedaulatan negara? PSE masalah privasi dan melanggar UU,negatif,@henrysubiakto @kemkominfo @ronaldset9 jadi maksud anda menggeledah isi percakapan privat itu kedaulatan negara? pse masalah privasi dan melanggar uu,jadi maksud anda menggeledah isi percakapan privat itu kedaulatan negara? pse masalah privasi dan melanggar uu,jadi maksud anda menggeledah isi percakapan privat itu kedaulatan negara? pse masalah privasi dan melanggar uu,maksud menggeledah isi percakapan privat kedaulatan negara ? pse privasi melanggar uu,maksud geledah isi cakap privat daulat negara pse privasi langgar uu
676,"Yg dimaksud ""UU PSE sdh sejak 2020"" itu UU nomor berapa, ya? 
  
 
  Beginilah memang kalau nggak ngerti mau membela dari segi mana lagi. https://t.co/pTGHXmjGfb",negatif,"yg dimaksud ""uu pse sdh sejak 2020"" itu uu nomor berapa, ya? 
  
 
  beginilah memang kalau nggak ngerti mau membela dari segi mana lagi. https://t.co/ptghxmjgfb","yg dimaksud uu pse sdh sejak itu uu nomor berapa, ya? beginilah memang kalau nggak ngerti mau membela dari segi mana lagi.","yang dimaksud uu pse sdh sejak itu uu nomor berapa, ya? beginilah memang kalau tidak mengerti mau membela dari segi mana lagi.","uu pse sdh uu nomor , ya ? mengerti membela segi .",uu pse sdh uu nomor ya erti bela segi
677,"Inilah kelemahan pemerintah. UU PSE sdh sejak 2020, tapi tdk pernah berusaha membangun infrastruktur pengganti. Ada yg bisa bikin, bukannya dibantu finansial dan sosialisasi. Eh, tiba2 maen blokir aja. Ya pada ngamuk lah.
  
 
  Bikin aturan ✅, maen blokir ✅, bikin pengganti ❎ https://t.co/7zSPFdghQI",negatif,"inilah kelemahan pemerintah. uu pse sdh sejak 2020, tapi tdk pernah berusaha membangun infrastruktur pengganti. ada yg bisa bikin, bukannya dibantu finansial dan sosialisasi. eh, tiba2 maen blokir aja. ya pada ngamuk lah.
  
 
  bikin aturan ✅, maen blokir ✅, bikin pengganti ❎ https://t.co/7zspfdghqi","inilah kelemahan pemerintah. uu pse sdh sejak , tapi tdk pernah berusaha membangun infrastruktur pengganti. ada yg bisa bikin, bukannya dibantu finansial dan sosialisasi. eh, tiba maen blokir aja. ya pada ngamuk lah. bikin aturan , maen blokir , bikin pengganti","inilah kelemahan pemerintah. uu pse sdh sejak , tapi tidak pernah berusaha membangun infrastruktur pengganti. ada yang bisa bikin, bukannya dibantu finansial dan sosialisasi. eh, tiba main blokir aja. iya pada ngamuk lah. bikin aturan , main blokir , bikin pengganti","kelemahan pemerintah . uu pse sdh , berusaha membangun infrastruktur pengganti . bikin , dibantu finansial sosialisasi . eh , main blokir aja . iya ngamuk . bikin aturan , main blokir , bikin pengganti",lemah perintah uu pse sdh usaha bangun infrastruktur ganti bikin bantu finansial sosialisasi eh main blokir aja iya ngamuk bikin atur main blokir bikin ganti
678,"@godvalleyyyy @ryanguitarist01 @txtdrpemerintah ide awal pse tu baik, tapi sprti uu ite. malah banyak disusupi aturan karet dan ga fokus tujuan awal. malah ga melibatkan publik yg merasakan. dan ga di trial error langsung gas aja seenak dia.",negatif,"@godvalleyyyy @ryanguitarist01 @txtdrpemerintah ide awal pse tu baik, tapi sprti uu ite. malah banyak disusupi aturan karet dan ga fokus tujuan awal. malah ga melibatkan publik yg merasakan. dan ga di trial error langsung gas aja seenak dia.","ide awal pse tu baik, tapi sprti uu ite. malah banyak disusupi aturan karet dan ga fokus tujuan awal. malah ga melibatkan publik yg merasakan. dan ga di trial error langsung gas aja seenak dia.","ide awal pse tu baik, tapi seperti uu ite. bahkan banyak disusupi aturan karet dan ga fokus tujuan awal. bahkan ga melibatkan publik yang merasakan. dan ga di trial error langsung gas saja seenak dia.","ide pse tu , uu ite . disusupi aturan karet ga fokus tujuan . ga melibatkan publik merasakan . ga trial error langsung gas seenak .",ide pse tu uu ite susup atur karet ga fokus tuju ga libat publik rasa ga trial error langsung gas enak
